project_code,project_name,project_type,sector,state_name,district_name,latitude,longitude,total_acreage_ha,num_land_parcels,affected_families,project_cost_cr,private_to_govt_ratio,sc_st_land_percentage,multi_crop_irrigated_percentage,required_consent_percentage,non_owner_to_owner_paf_ratio,circle_rate_disparity_ratio,rr_cost_share_percentage,rural_multiplier_factor,district_litigation_rate,revenue_staff_vacancy_rate,avg_s15_resolution_days,days_since_s11,s11_notification_date,primary_delay_cause,delay_probability,delay_target
PRJ-WAT-BEL-2026-0072,Belagavi Multi-Purpose Irrigation Dam & Canal (Package 3),Multi-Purpose Irrigation Dam & Canal,Water Resources,Karnataka,Belagavi,15.8129,74.4268,748.8,1229,2991,5047.4,2.73,12.6,50.4,0,0.72,1.48,15.9,1.5,11.4,32.5,75.9,90,2026-06-22,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0928,0
PRJ-URB-BEL-2026-0073,Belagavi Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Karnataka,Belagavi,15.802,74.5254,1332.7,4626,5915,4308.2,2.86,14.3,42.0,80,0.51,1.98,15.7,1.5,12.5,28.0,64.4,196,2026-03-08,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4779,1
PRJ-WAT-BEN-2026-0074,Bengaluru Urban Multi-Purpose Irrigation Dam & Canal (Package 3),Multi-Purpose Irrigation Dam & Canal,Water Resources,Karnataka,Bengaluru Urban,12.8965,77.6636,1460.3,1282,3262,7538.8,5.1,4.9,14.4,0,0.44,3.14,14.8,1.0,22.7,28.4,101.2,216,2026-02-16,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9102,1
PRJ-TRA-CHE-2026-0075,Chennai Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Tamil Nadu,Chennai,13.055,80.2975,1043.0,2070,3376,6730.8,4.23,4.2,10.2,80,0.34,3.41,15.6,1.0,18.1,31.6,93.3,302,2025-11-22,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9798,1
PRJ-TRA-HOO-2026-0076,Hooghly National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,West Bengal,Hooghly,22.858,88.363,709.7,2134,5965,3629.1,3.12,8.5,67.1,80,0.35,2.14,8.5,1.75,9.1,23.6,65.4,172,2026-04-01,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.6686,1
PRJ-TRA-NOI-2026-0077,Noida High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Uttar Pradesh,Noida,28.5856,77.4259,198.2,166,399,1290.1,6.63,5.9,10.4,80,0.05,3.33,25.5,1.25,18.2,32.3,72.7,204,2026-02-28,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9522,1
PRJ-TRA-CHE-2026-0078,Chennai National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Tamil Nadu,Chennai,13.1312,80.277,817.5,600,954,2080.8,5.18,4.1,14.5,80,0.34,3.14,10.2,1.25,16.9,27.8,77.0,164,2026-04-09,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9138,1
PRJ-TRA-KUT-2026-0079,Kutch High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Gujarat,Kutch,23.291,69.6749,241.9,449,1181,1000.4,1.69,28.2,0.0,70,0.37,1.05,15.3,1.75,2.8,31.7,60.6,162,2026-04-11,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0278,0
PRJ-URB-KAN-2026-0080,Kanpur Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Kanpur,26.4948,80.2959,430.3,818,2538,2629.0,3.32,11.2,22.5,80,0.48,2.34,7.0,1.75,17.0,44.5,91.1,130,2026-05-13,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8733,1
PRJ-TRA-SON-2026-0081,Sonbhadra Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Sonbhadra,24.6421,83.0475,1196.0,1800,4563,3675.6,3.17,31.2,7.5,80,0.46,1.39,24.1,1.75,7.1,6.1,56.2,203,2026-03-01,Cadastral Boundary Verification & Normal Progress,0.1176,0
PRJ-URB-AHM-2026-0082,Ahmedabad Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Gujarat,Ahmedabad,22.9536,72.5744,1449.8,2383,7567,4811.4,3.6,10.6,26.4,80,0.25,3.25,16.8,1.25,18.3,17.9,77.5,120,2026-05-23,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.903,1
PRJ-TRA-BEN-2026-0083,Bengaluru Urban Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Karnataka,Bengaluru Urban,12.9196,77.625,327.8,727,1212,1881.6,5.62,0.5,11.9,80,0.57,3.48,8.0,1.0,25.3,26.9,99.7,74,2026-07-08,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9392,1
PRJ-TRA-BUR-2026-0084,Burdwan National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,West Bengal,Burdwan,23.2367,87.8865,266.7,641,893,1387.4,2.43,14.9,67.5,70,0.46,1.72,8.5,1.25,10.4,51.6,84.6,373,2025-09-12,Section 19(2) 12-Month Statutory Deadline Proximity,0.9609,1
PRJ-URB-NAG-2026-0085,Nagpur Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Nagpur,21.2245,79.1444,514.9,1099,1599,3839.3,3.48,10.9,17.3,80,0.27,2.18,16.5,1.75,8.8,33.2,60.3,245,2026-01-18,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4661,0
PRJ-TRA-NOI-2026-0086,Noida National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Uttar Pradesh,Noida,28.5109,77.4671,272.2,671,961,2015.6,5.96,0.8,13.3,80,0.41,3.71,10.7,1.25,23.0,8.8,75.7,192,2026-03-12,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9598,1
PRJ-TRA-SAL-2026-0087,Salem National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,Tamil Nadu,Salem,11.7388,78.1352,587.9,1862,2727,4510.4,3.81,12.6,50.8,70,0.35,2.09,7.4,1.5,10.4,22.3,70.0,86,2026-06-26,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.249,0
PRJ-URB-NAG-2026-0088,Nagpur Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Nagpur,21.1143,79.0244,926.9,1540,3201,2904.9,2.4,16.4,31.7,80,0.82,2.13,12.9,1.5,14.0,7.7,66.0,62,2026-07-20,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1999,0
PRJ-ENE-VAR-2026-0089,Varanasi Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Uttar Pradesh,Varanasi,25.3607,82.8957,2061.2,2361,5238,17479.3,4.2,15.8,46.6,70,0.05,2.31,18.7,1.5,11.3,22.3,72.9,161,2026-04-12,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2122,0
PRJ-TRA-PUR-2026-0090,Purba Medinipur National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,West Bengal,Purba Medinipur,21.8854,87.7751,423.8,957,1185,1720.2,2.73,7.6,50.6,80,0.38,1.99,13.9,1.75,14.7,10.2,58.6,370,2025-09-15,Section 19(2) 12-Month Statutory Deadline Proximity,0.9649,1
PRJ-WAT-PUN-2026-0091,Pune Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,Maharashtra,Pune,18.5459,73.9199,378.1,497,1329,2025.1,3.39,11.9,19.0,0,0.23,2.26,19.2,1.25,15.3,17.0,83.8,335,2025-10-20,Section 19(2) 12-Month Statutory Deadline Proximity,0.9775,1
PRJ-ENE-VAR-2026-0092,Varanasi Ultra Mega Solar Renewable Energy Park (Package 2),Ultra Mega Solar Renewable Energy Park,Energy,Uttar Pradesh,Varanasi,25.2936,83.0178,1928.0,5037,6715,10816.9,3.83,9.3,64.1,70,0.37,2.05,12.2,1.25,14.4,8.3,69.8,171,2026-04-02,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.399,0
PRJ-TRA-SAL-2026-0093,Salem National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Tamil Nadu,Salem,11.591,78.221,602.8,887,1373,1862.9,3.76,11.0,44.2,80,0.09,2.4,21.5,1.25,11.9,33.9,76.7,316,2025-11-08,Section 19(2) 12-Month Statutory Deadline Proximity,0.9749,1
PRJ-TRA-CUT-2026-0094,Cuttack High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Odisha,Cuttack,20.4528,85.9009,495.3,622,1965,3026.9,3.56,18.0,32.7,80,0.79,2.44,12.2,1.5,9.8,48.6,77.8,151,2026-04-22,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.6153,1
PRJ-WAT-NAS-2026-0095,Nashik Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Maharashtra,Nashik,19.9459,73.797,1424.9,1649,2379,5250.5,3.91,15.4,25.1,0,0.57,2.38,15.4,1.25,12.5,44.6,97.0,365,2025-09-20,Section 19(2) 12-Month Statutory Deadline Proximity,0.9929,1
PRJ-TRA-BEL-2026-0096,Belagavi High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Karnataka,Belagavi,15.8173,74.5081,592.0,2056,2644,2065.4,3.1,11.4,49.4,80,0.46,2.09,20.2,1.25,10.5,39.4,95.5,242,2026-01-21,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.641,1
PRJ-TRA-BHA-2026-0097,Bharuch Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Gujarat,Bharuch,21.7138,72.9167,1042.2,2458,6077,7364.9,2.99,9.2,27.7,70,0.5,2.37,16.9,1.75,17.3,34.0,93.7,69,2026-07-13,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.5687,1
PRJ-URB-BEL-2026-0098,Belagavi Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Karnataka,Belagavi,15.9115,74.5126,1757.8,1887,5078,6530.0,2.84,15.7,47.6,80,0.27,1.65,17.6,1.5,9.8,51.8,82.1,317,2025-11-07,Section 19(2) 12-Month Statutory Deadline Proximity,0.9649,1
PRJ-URB-CHE-2026-0099,Chennai Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Tamil Nadu,Chennai,13.0459,80.3227,1074.3,1594,4130,2706.5,5.43,0.8,26.8,70,0.25,2.62,14.9,1.25,20.6,31.4,106.2,233,2026-01-30,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8576,1
PRJ-TRA-BHA-2026-0100,Bharuch High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Gujarat,Bharuch,21.7208,73.0336,339.1,287,378,1527.8,3.95,13.8,32.4,80,0.87,2.55,8.3,1.75,13.6,20.4,64.8,133,2026-05-10,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8246,1
PRJ-ENE-BEL-2026-0101,Belagavi Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Karnataka,Belagavi,15.8175,74.5682,2796.0,9679,24053,14056.9,3.19,13.1,47.2,70,0.28,2.11,19.4,1.75,14.3,13.7,88.9,170,2026-04-03,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1958,0
PRJ-TRA-SON-2026-0102,Sonbhadra National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Uttar Pradesh,Sonbhadra,24.7026,83.0067,309.3,469,1381,2335.7,2.36,33.9,0.2,80,0.05,1.16,21.9,1.75,11.0,25.5,75.2,32,2026-08-19,Section 41/42 Gram Sabha Consent Impasse,0.1653,0
PRJ-TRA-SUR-2026-0103,Surat National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,Gujarat,Surat,21.0956,72.7611,668.5,1302,4053,1947.8,4.9,0.5,17.9,80,0.31,3.17,15.8,1.25,21.3,26.1,86.9,332,2025-10-23,Section 19(2) 12-Month Statutory Deadline Proximity,0.9983,1
PRJ-TRA-NAN-2026-0104,Nandurbar Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Maharashtra,Nandurbar,21.3639,74.3159,1292.4,1246,2821,6418.8,2.37,50.9,10.3,70,0.44,1.31,14.2,2.0,5.9,39.3,65.2,297,2025-11-27,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2294,0
PRJ-TRA-CUT-2026-0105,Cuttack High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Odisha,Cuttack,20.4558,85.8804,396.4,540,771,1350.7,2.39,16.8,35.7,80,0.42,1.72,14.3,1.5,12.4,8.2,67.4,337,2025-10-18,Section 19(2) 12-Month Statutory Deadline Proximity,0.9207,1
PRJ-TRA-AHM-2026-0106,Ahmedabad High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Gujarat,Ahmedabad,22.9747,72.5328,166.2,414,1200,1082.6,2.82,0.5,21.1,80,0.72,2.72,14.1,1.25,13.5,42.9,79.4,339,2025-10-16,Section 19(2) 12-Month Statutory Deadline Proximity,0.9973,1
PRJ-TRA-NAG-2026-0107,Nagpur Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Maharashtra,Nagpur,21.1899,79.1625,439.4,583,1581,2467.8,2.87,12.8,16.2,80,0.76,2.08,13.6,1.75,10.6,10.0,80.5,218,2026-02-14,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.3169,0
PRJ-TRA-BHA-2026-0108,Bharuch National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,Gujarat,Bharuch,21.7622,73.0609,268.7,455,807,1950.0,4.54,14.3,29.8,70,0.83,2.69,14.3,1.75,15.7,12.4,76.6,127,2026-05-16,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.6399,1
PRJ-TRA-SON-2026-0109,Sonbhadra Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Sonbhadra,24.7461,83.0534,568.4,1460,2162,2110.0,2.31,44.3,0.7,80,0.35,1.36,29.1,1.75,7.3,51.3,84.2,263,2025-12-31,Section 41/42 Gram Sabha Consent Impasse,0.7444,1
PRJ-TRA-NOI-2026-0110,Noida High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Uttar Pradesh,Noida,28.5309,77.4425,164.4,119,276,931.2,5.79,3.3,13.0,70,0.29,3.61,15.7,1.0,20.4,43.5,102.2,132,2026-05-11,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9123,1
PRJ-TRA-KUT-2026-0111,Kutch High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Gujarat,Kutch,23.2184,69.7215,318.8,439,960,2381.3,1.55,29.4,4.7,80,0.31,1.05,20.2,1.75,3.2,26.2,50.8,338,2025-10-17,Section 19(2) 12-Month Statutory Deadline Proximity,0.7577,1
PRJ-TRA-AHM-2026-0112,Ahmedabad National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,Gujarat,Ahmedabad,23.0536,72.5734,464.0,1187,2929,1511.5,3.41,8.8,15.7,70,0.39,3.08,15.4,1.0,14.5,15.7,70.7,227,2026-02-05,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7928,1
PRJ-WAT-SUR-2026-0113,Surat Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Gujarat,Surat,21.1639,72.8894,583.0,643,814,2520.7,5.09,4.4,24.4,0,0.46,3.33,19.5,1.25,20.3,36.5,91.8,276,2025-12-18,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9592,1
PRJ-ENE-HOO-2026-0114,Hooghly Ultra Mega Solar Renewable Energy Park (Package 2),Ultra Mega Solar Renewable Energy Park,Energy,West Bengal,Hooghly,22.8229,88.4573,1712.0,3410,10753,5417.3,2.93,7.6,69.7,0,0.38,1.66,17.5,1.5,11.1,18.7,74.4,372,2025-09-13,Section 19(2) 12-Month Statutory Deadline Proximity,0.8956,1
PRJ-URB-BEN-2026-0115,Bengaluru Urban Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Karnataka,Bengaluru Urban,13.0344,77.5443,1694.3,2167,6194,7097.6,6.12,3.1,8.3,80,0.35,3.49,12.5,1.25,23.6,19.0,83.9,108,2026-06-04,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9281,1
PRJ-TRA-THA-2026-0116,Thane Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Maharashtra,Thane,19.189,72.9676,340.8,393,1096,922.9,4.54,9.6,10.4,70,0.39,3.23,18.9,1.25,19.0,46.3,98.6,138,2026-05-05,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8818,1
PRJ-ENE-SUN-2026-0117,Sundargarh Ultra Mega Solar Renewable Energy Park (Package 2),Ultra Mega Solar Renewable Energy Park,Energy,Odisha,Sundargarh,22.1557,84.0343,2257.3,4161,12420,11648.3,3.06,50.6,12.7,0,0.36,2.1,14.0,2.0,7.5,27.9,67.6,185,2026-03-19,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2068,0
PRJ-TRA-KAN-2026-0118,Kanpur Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Kanpur,26.3708,80.2531,979.2,817,1396,4574.0,2.99,10.9,23.9,80,0.48,2.34,7.0,1.25,13.3,33.7,74.9,296,2025-11-28,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.931,1
PRJ-TRA-BHA-2026-0119,Bharuch Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Gujarat,Bharuch,21.7041,73.0283,501.9,386,546,2275.2,4.27,2.5,32.6,70,0.57,2.48,17.4,1.5,14.4,10.4,62.3,175,2026-03-29,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.5732,1
PRJ-TRA-CHE-2026-0120,Chennai High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Tamil Nadu,Chennai,13.021,80.2521,596.3,566,990,2902.5,3.9,0.5,15.3,70,0.44,3.01,6.1,1.0,19.3,43.7,95.9,287,2025-12-07,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9423,1
PRJ-TRA-NAN-2026-0121,Nandurbar High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Maharashtra,Nandurbar,21.3877,74.3002,317.2,444,640,1590.3,2.04,51.1,6.7,70,0.38,1.47,24.2,1.75,4.8,32.9,71.3,55,2026-07-27,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0382,0
PRJ-TRA-BEN-2026-0122,Bengaluru Urban National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Karnataka,Bengaluru Urban,12.996,77.6499,648.5,602,1808,1879.8,4.63,4.4,9.8,70,0.31,3.46,13.4,1.0,18.2,32.1,75.2,342,2025-10-13,Section 19(2) 12-Month Statutory Deadline Proximity,0.9965,1
PRJ-TRA-HOO-2026-0123,Hooghly Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,West Bengal,Hooghly,22.9329,88.4134,1046.4,2222,5657,4345.0,2.86,13.6,66.7,80,0.4,2.15,15.3,1.75,11.7,20.0,78.3,241,2026-01-22,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.6121,1
PRJ-WAT-AHM-2026-0124,Ahmedabad Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Gujarat,Ahmedabad,23.0008,72.5263,674.4,685,1411,2263.0,3.85,7.1,24.6,0,0.6,2.28,11.2,1.0,14.6,24.3,83.4,239,2026-01-24,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7179,1
PRJ-URB-KAN-2026-0125,Kanpur Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Kanpur,26.4162,80.3959,2177.9,3403,8767,7281.4,3.29,13.2,26.0,70,0.52,2.08,13.5,1.5,13.3,12.5,71.4,76,2026-07-06,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.076,0
PRJ-TRA-PUN-2026-0126,Pune High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Maharashtra,Pune,18.5623,73.9101,140.4,353,645,1099.4,4.79,7.5,19.5,80,0.43,3.0,6.1,1.25,14.2,30.4,78.2,239,2026-01-24,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9413,1
PRJ-ENE-CHE-2026-0127,Chennai Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Tamil Nadu,Chennai,13.102,80.2229,1457.1,1856,3189,5344.3,4.56,0.5,17.7,0,0.16,2.96,15.2,1.0,21.6,28.0,89.0,148,2026-04-25,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7958,1
PRJ-URB-KAN-2026-0128,Kanpur Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Kanpur,26.5209,80.2757,1081.0,837,1800,6224.6,3.43,12.9,31.4,70,0.62,2.69,15.5,1.5,12.7,10.9,62.8,333,2025-10-22,Section 19(2) 12-Month Statutory Deadline Proximity,0.985,1
PRJ-TRA-NAG-2026-0129,Nagpur National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Maharashtra,Nagpur,21.1982,79.1305,457.8,1173,2541,3516.5,3.63,10.4,20.7,70,0.49,1.56,20.9,1.25,6.7,32.1,87.9,395,2025-08-21,Section 19(2) 12-Month Statutory Deadline Proximity,0.8333,1
PRJ-WAT-NOI-2026-0130,Noida Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Uttar Pradesh,Noida,28.5663,77.3325,937.1,2358,3775,2957.1,5.4,6.5,15.0,0,0.05,3.57,17.3,1.0,21.4,5.9,94.6,386,2025-08-30,Section 19(2) 12-Month Statutory Deadline Proximity,0.9966,1
PRJ-WAT-SUR-2026-0131,Surat Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Gujarat,Surat,21.1044,72.8291,575.2,794,2230,2400.1,5.26,5.9,24.6,0,0.23,3.44,16.2,1.25,21.1,36.0,99.6,328,2025-10-27,Section 19(2) 12-Month Statutory Deadline Proximity,0.9977,1
PRJ-TRA-GAD-2026-0132,Gadchiroli High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Maharashtra,Gadchiroli,20.1654,79.9672,120.4,177,356,348.7,1.8,46.8,0.0,80,0.39,1.87,22.0,1.75,4.9,42.3,63.9,55,2026-07-27,Section 41/42 Gram Sabha Consent Impasse,0.4128,0
PRJ-TRA-HOO-2026-0133,Hooghly Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,West Bengal,Hooghly,22.9137,88.4033,517.2,893,2506,4176.6,3.1,6.9,58.0,80,0.46,2.11,7.8,1.75,12.1,21.8,73.6,225,2026-02-07,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.7621,1
PRJ-TRA-NAG-2026-0134,Nagpur Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Maharashtra,Nagpur,21.1665,79.0169,332.5,663,1116,2255.6,3.24,16.0,29.3,70,1.1,2.05,16.0,1.25,10.0,17.8,54.0,87,2026-06-25,Cadastral Boundary Verification & Normal Progress,0.0923,0
PRJ-TRA-JHA-2026-0135,Jharsuguda High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Odisha,Jharsuguda,21.8444,84.0736,469.3,611,733,2612.5,2.58,41.3,7.7,80,0.23,1.72,20.5,1.75,6.8,44.6,69.0,110,2026-06-02,Section 41/42 Gram Sabha Consent Impasse,0.5217,1
PRJ-URB-SUR-2026-0136,Surat Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Gujarat,Surat,21.2153,72.8542,1048.0,2653,3657,6940.0,3.78,2.5,29.1,80,0.52,3.25,18.8,1.25,22.0,50.4,102.5,76,2026-07-06,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9577,1
PRJ-TRA-VAR-2026-0137,Varanasi National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Uttar Pradesh,Varanasi,25.3132,83.0347,155.2,300,934,854.0,2.45,9.8,47.9,80,0.26,1.84,13.3,1.75,13.1,43.6,90.6,340,2025-10-15,Section 19(2) 12-Month Statutory Deadline Proximity,0.9751,1
PRJ-TRA-MYS-2026-0138,Mysuru National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,Karnataka,Mysuru,12.2746,76.5687,277.5,551,1330,1185.4,3.29,5.4,17.7,70,0.8,1.82,8.1,1.25,13.3,38.5,82.7,118,2026-05-25,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1313,0
PRJ-TRA-PUR-2026-0139,Purba Medinipur National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,West Bengal,Purba Medinipur,21.9935,87.8207,201.4,473,820,1513.1,2.5,0.5,57.0,70,0.78,1.74,17.9,1.5,13.5,50.3,86.3,197,2026-03-07,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.3627,0
PRJ-URB-HOO-2026-0140,Hooghly Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,West Bengal,Hooghly,22.9555,88.3071,1314.4,4700,6820,3419.7,3.54,10.4,66.2,70,0.25,2.18,14.5,1.5,15.1,21.4,88.7,456,2025-06-21,Section 19(2) 12-Month Statutory Deadline Proximity,0.9915,1
PRJ-URB-MYS-2026-0141,Mysuru Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Karnataka,Mysuru,12.2471,76.5819,2012.3,4403,12155,10560.5,2.69,8.6,13.8,80,0.57,1.7,22.3,1.5,10.0,50.3,90.9,34,2026-08-17,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1536,0
PRJ-URB-HOO-2026-0142,Hooghly Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,West Bengal,Hooghly,22.9332,88.3133,1501.5,4592,10821,5077.7,3.45,12.6,75.9,70,0.17,1.75,9.9,1.25,9.5,48.1,86.0,368,2025-09-17,Section 19(2) 12-Month Statutory Deadline Proximity,0.9821,1
